tweet_id,text,rating_numerator,rating_denominator,name,timestamp,source,expanded_urls,day,month,year,dog_stages,retweet_count,favorite_count,jpg_url,predictions,confidence
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,2017-07-26 15:59:51,Twitter for iPhone,https://twitter.com/dog_rates/status/890240255349198849/photo/1,26,7,2017,doggo,6067,27841,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,pembroke,0.511319
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,2017-07-26 15:59:51,Twitter for iPhone,https://twitter.com/dog_rates/status/890240255349198849/photo/1,26,7,2017,doggo,6067,27841,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,pembroke,0.511319
757393109802180609,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,10,10,,2016-07-25 01:52:43,Twitter for iPhone,"https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1",25,7,2016,doggo,1573,5429,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,labrador_retriever,0.787125
757393109802180609,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,10,10,,2016-07-25 01:52:43,Twitter for iPhone,"https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1",25,7,2016,doggo,1573,5429,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,labrador_retriever,0.787125
758828659922702336,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,13,10,,2016-07-29 00:57:05,Twitter for iPhone,https://twitter.com/dog_rates/status/758828659922702336/photo/1,29,7,2016,doggo,3538,10440,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,chesapeake_bay_retriever,0.480048
758828659922702336,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,13,10,,2016-07-29 00:57:05,Twitter for iPhone,https://twitter.com/dog_rates/status/758828659922702336/photo/1,29,7,2016,doggo,3538,10440,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,chesapeake_bay_retriever,0.480048
759793422261743616,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",12,10,Maggie,2016-07-31 16:50:42,Twitter for iPhone,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",31,7,2016,doggo,1756,5563,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876
759793422261743616,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",12,10,Maggie,2016-07-31 16:50:42,Twitter for iPhone,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",31,7,2016,doggo,1756,5563,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876
760893934457552897,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,11,10,Wishes,2016-08-03 17:43:45,Twitter for iPhone,https://twitter.com/dog_rates/status/760893934457552897/photo/1,3,8,2016,doggo,885,3561,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,blenheim_spaniel,0.113992
760893934457552897,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,11,10,Wishes,2016-08-03 17:43:45,Twitter for iPhone,https://twitter.com/dog_rates/status/760893934457552897/photo/1,3,8,2016,doggo,885,3561,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,blenheim_spaniel,0.113992
